card_name_a,card_name_b,games,wins,win_rate,win_lift_vs_baseline
Eilonwy - Princess of Llyr,Ursula - Deceiver,7,5,0.7142857142857143,0.11797964568413122
Fishbone Quill,Kit Cloudkicker - Tough Guy,7,5,0.7142857142857143,0.11797964568413122
Friends on the Other Side,Giant Cobra - Ghostly Serpent,7,5,0.7142857142857143,0.11797964568413122
Galactic Communicator,Hidden Inkcaster,7,5,0.7142857142857143,0.11797964568413122
Galactic Communicator,Oswald - The Lucky Rabbit,7,5,0.7142857142857143,0.11797964568413122
Galactic Communicator,Ratigan's Marvelous Trap,7,5,0.7142857142857143,0.11797964568413122
Gathering Knowledge and Wisdom,Madam Mim - Snake,7,5,0.7142857142857143,0.11797964568413122
Gramma Tala - Keeper of Ancient Stories,Sail the Azurite Sea,7,5,0.7142857142857143,0.11797964568413122
Hide Away,Lucky Dime,7,5,0.7142857142857143,0.11797964568413122
Incrediboy - Buddy Pine,John Smith - Skillful Explorer,7,5,0.7142857142857143,0.11797964568413122
Inkrunner,Under the Sea,7,5,0.7142857142857143,0.11797964568413122
Kit Cloudkicker - Tough Guy,Sapphire Coil,7,5,0.7142857142857143,0.11797964568413122
Liquidator - Iced Over,Ruby Chromicon,7,5,0.7142857142857143,0.11797964568413122
Madam Mim - Snake,Pete - Games Referee,7,5,0.7142857142857143,0.11797964568413122
Merlin - Goat,Pete - Games Referee,7,5,0.7142857142857143,0.11797964568413122
Piglet - Pooh Pirate Captain,Ursula - Deceiver,7,5,0.7142857142857143,0.11797964568413122
Scuttle - Birdbrained,Someone Will Lose His Head,7,5,0.7142857142857143,0.11797964568413122
Sudden Chill,The Muses - Proclaimers of Heroes,7,5,0.7142857142857143,0.11797964568413122
Basil's Magnifying Glass,Sisu - Daring Visitor,171,122,0.7134502923976608,0.1171442237960777
Liquidator - Iced Over,Scrooge McDuck - Resourceful Miser,66,47,0.7121212121212122,0.11581514351962907
Oswald - The Lucky Rabbit,Vitalisphere,265,188,0.7094339622641509,0.11312789366256781
Belle - Apprentice Inventor,Liquidator - Iced Over,55,39,0.7090909090909091,0.11278484048932602
Maui - Hero to All,Sapphire Coil,65,46,0.7076923076923077,0.11138623909072465
Maurice's Workshop,Scrooge McDuck - Resourceful Miser,376,266,0.7074468085106383,0.11114073990905526
Brawl,Fishbone Quill,102,72,0.7058823529411765,0.10957628433959343
Liquidator - Iced Over,Unconventional Tool,34,24,0.7058823529411765,0.10957628433959343
Sail the Azurite Sea,What Else Can I Do?,17,12,0.7058823529411765,0.10957628433959343
Brawl,Scrooge McDuck - Resourceful Miser,120,84,0.7,0.10369393139841687
Fishbone Quill,Maui - Hero to All,50,35,0.7,0.10369393139841687
Basil's Magnifying Glass,Liquidator - Iced Over,30,21,0.7,0.10369393139841687
Develop Your Brain,Maui - Half-Shark,30,21,0.7,0.10369393139841687
Amethyst Chromicon,Doc - Bold Knight,10,7,0.7,0.10369393139841687
Cinderella - Dream Come True,Develop Your Brain,10,7,0.7,0.10369393139841687
Eilonwy - Princess of Llyr,Webby Vanderquack - Mystery Enthusiast,10,7,0.7,0.10369393139841687
Giant Cobra - Ghostly Serpent,Madam Mim - Snake,10,7,0.7,0.10369393139841687
Giant Cobra - Ghostly Serpent,Pete - Games Referee,10,7,0.7,0.10369393139841687
Hidden Inkcaster,Ratigan's Marvelous Trap,10,7,0.7,0.10369393139841687
Hidden Inkcaster,Under the Sea,10,7,0.7,0.10369393139841687
Nani - Stage Manager,Snow Fort,10,7,0.7,0.10369393139841687
Nani - Stage Manager,Ursula - Deceiver,10,7,0.7,0.10369393139841687
Pawpsicle,Ratigan's Marvelous Trap,10,7,0.7,0.10369393139841687
Pawpsicle,Sail the Azurite Sea,10,7,0.7,0.10369393139841687
Pawpsicle,Under the Sea,10,7,0.7,0.10369393139841687
Ratigan's Marvelous Trap,Scrooge McDuck - Resourceful Miser,10,7,0.7,0.10369393139841687
Ursula - Deceiver,Webby Vanderquack - Mystery Enthusiast,10,7,0.7,0.10369393139841687
Oswald - The Lucky Rabbit,Sisu - Daring Visitor,305,213,0.6983606557377049,0.10205458713612181
Sail the Azurite Sea,Vision of the Future,33,23,0.696969696969697,0.10066362836811393
Inkrunner,Scrooge McDuck - Resourceful Miser,346,241,0.6965317919075145,0.10022572330593138
Belle - Apprentice Inventor,Maui - Hero to All,56,39,0.6964285714285714,0.10012250282698831
Gold Coin,Maui - Hero to All,23,16,0.6956521739130435,0.09934610531146038
Belle - Apprentice Inventor,Sapphire Coil,279,194,0.6953405017921147,0.09903443319053162
Scrooge McDuck - Resourceful Miser,Vitalisphere,285,198,0.6947368421052632,0.09843077350368012
Liquidator - Iced Over,Maurice's Workshop,72,50,0.6944444444444444,0.09813837584286134
Maui - Hero to All,Pawpsicle,72,50,0.6944444444444444,0.09813837584286134
Inkrunner,Maurice's Workshop,373,259,0.6943699731903485,0.09806390458876546
Belle - Apprentice Inventor,Maurice's Workshop,297,206,0.6936026936026936,0.09729662500111047
Diablo - Obedient Raven,Mr. Smee - Bumbling Mate,13,9,0.6923076923076923,0.09600162370610921
Doc - Bold Knight,Fire the Cannons!,13,9,0.6923076923076923,0.09600162370610921
Tipo - Growing Son,Vision of the Future,13,9,0.6923076923076923,0.09600162370610921
Belle - Apprentice Inventor,Vitalisphere,211,146,0.6919431279620853,0.09563705936050226
Sapphire Coil,Scrooge McDuck - Resourceful Miser,370,256,0.6918918918918919,0.09558582329030885
Pawpsicle,Scrooge McDuck - Resourceful Miser,392,271,0.6913265306122449,0.09502046201066183
Inkrunner,Vitalisphere,284,196,0.6901408450704225,0.09383477646883942
Liquidator - Iced Over,Sisu - Daring Visitor,74,51,0.6891891891891891,0.09288312058760606
Maui - Half-Shark,Tipo - Growing Son,16,11,0.6875,0.09119393139841692
"Next Stop, Olympus",What Else Can I Do?,16,11,0.6875,0.09119393139841692
Maurice's Workshop,Vitalisphere,307,211,0.6872964169381107,0.09099034833652764
Maurice's Workshop,Pawpsicle,442,303,0.6855203619909502,0.08921429338936715
Maurice's Workshop,Sapphire Coil,410,281,0.6853658536585366,0.08905978505695356
Liquidator - Iced Over,Sapphire Coil,76,52,0.6842105263157895,0.08790445771420641
Maui - Half-Shark,What Else Can I Do?,19,13,0.6842105263157895,0.08790445771420641
Sail the Azurite Sea,Scuttle - Birdbrained,19,13,0.6842105263157895,0.08790445771420641
Scuttle - Birdbrained,Vision of the Future,19,13,0.6842105263157895,0.08790445771420641
Sapphire Coil,Vitalisphere,294,201,0.6836734693877551,0.087367400786172
Belle - Apprentice Inventor,Unconventional Tool,199,136,0.6834170854271356,0.08711101682555256
Maui - Hero to All,Oswald - The Lucky Rabbit,60,41,0.6833333333333333,0.08702726473175026
Scrooge McDuck - Resourceful Miser,Sisu - Daring Visitor,315,215,0.6825396825396826,0.08623361393809947
Inkrunner,Maui - Hero to All,66,45,0.6818181818181818,0.08551211321659868
Develop Your Brain,"Next Stop, Olympus",22,15,0.6818181818181818,0.08551211321659868
Belle - Apprentice Inventor,Inkrunner,270,184,0.6814814814814815,0.08517541287989838
Brawl,Maui - Hero to All,28,19,0.6785714285714286,0.08226535996984552
Liquidator - Iced Over,Vitalisphere,59,40,0.6779661016949152,0.08166003309333214
Inkrunner,Sapphire Coil,360,244,0.6777777777777778,0.08147170917619473
Maui - Hero to All,Sisu - Daring Visitor,62,42,0.6774193548387096,0.08111328623712655
Pawpsicle,Vitalisphere,314,212,0.6751592356687898,0.07885316706720669
Pawpsicle,Sapphire Coil,423,285,0.6737588652482269,0.07745279664664384
Liquidator - Iced Over,Pawpsicle,76,51,0.6710526315789473,0.07474656297736426
Belle - Apprentice Inventor,Sisu - Daring Visitor,249,167,0.6706827309236948,0.07437666232211171
Maurice's Workshop,Sisu - Daring Visitor,351,235,0.6695156695156695,0.07320960091408646
Sisu - Daring Visitor,Vitalisphere,259,173,0.667953667953668,0.07164759935208487
Inkrunner,Pawpsicle,394,263,0.6675126903553299,0.07120662175374681
Belle - Apprentice Inventor,Pawpsicle,309,206,0.6666666666666666,0.07036059806508355
Gold Coin,Liquidator - Iced Over,27,18,0.6666666666666666,0.07036059806508355
Develop Your Brain,What Else Can I Do?,21,14,0.6666666666666666,0.07036059806508355
Brom Bones - Burly Bully,Oswald - The Lucky Rabbit,18,12,0.6666666666666666,0.07036059806508355
Fire the Cannons!,Giant Cobra - Ghostly Serpent,15,10,0.6666666666666666,0.07036059806508355
Amethyst Chromicon,Diablo - Obedient Raven,12,8,0.6666666666666666,0.07036059806508355
Amethyst Chromicon,Fire the Cannons!,12,8,0.6666666666666666,0.07036059806508355
Cinderella - Dream Come True,Sail the Azurite Sea,12,8,0.6666666666666666,0.07036059806508355
Diablo - Obedient Raven,Doc - Bold Knight,12,8,0.6666666666666666,0.07036059806508355
Fire the Cannons!,Pete - Games Referee,12,8,0.6666666666666666,0.07036059806508355
Gadget's Goggles,Unconventional Tool,12,8,0.6666666666666666,0.07036059806508355
Hidden Inkcaster,Sapphire Coil,12,8,0.6666666666666666,0.07036059806508355
Snow Fort,Ursula - Deceiver,12,8,0.6666666666666666,0.07036059806508355
Akood et Emuti,Diablo - Devoted Herald,9,6,0.6666666666666666,0.07036059806508355
Akood et Emuti,Prince John - Greediest of All,9,6,0.6666666666666666,0.07036059806508355
Akood et Emuti,Sudden Chill,9,6,0.6666666666666666,0.07036059806508355
Amethyst Chromicon,Pete - Games Referee,9,6,0.6666666666666666,0.07036059806508355
Ariel - Spectacular Singer,Sudden Chill,9,6,0.6666666666666666,0.07036059806508355
Cinderella - Dream Come True,Vision of the Future,9,6,0.6666666666666666,0.07036059806508355
Daisy Duck - Donald's Date,Eilonwy - Princess of Llyr,9,6,0.6666666666666666,0.07036059806508355
Diablo - Obedient Raven,Will o' the Wisp - Forest Spirit,9,6,0.6666666666666666,0.07036059806508355
Fire the Cannons!,John Smith - Skillful Explorer,9,6,0.6666666666666666,0.07036059806508355
Fire the Cannons!,Madam Mim - Snake,9,6,0.6666666666666666,0.07036059806508355
Fire the Cannons!,Merlin - Goat,9,6,0.6666666666666666,0.07036059806508355
Gramma Tala - Keeper of Ancient Stories,Pawpsicle,9,6,0.6666666666666666,0.07036059806508355
Madam Mim - Snake,Mr. Smee - Bumbling Mate,9,6,0.6666666666666666,0.07036059806508355
Piglet - Pooh Pirate Captain,Webby Vanderquack - Mystery Enthusiast,9,6,0.6666666666666666,0.07036059806508355
Tramp - Enterprising Dog,Ursula - Deceiver,9,6,0.6666666666666666,0.07036059806508355
Ursula - Deceiver,Webby Vanderquack - Junior Prospector,9,6,0.6666666666666666,0.07036059806508355
Akood et Emuti,The Bare Necessities,6,4,0.6666666666666666,0.07036059806508355
Ariel - Spectacular Singer,We Don't Talk About Bruno,6,4,0.6666666666666666,0.07036059806508355
Belle - Apprentice Inventor,The Sword Released,6,4,0.6666666666666666,0.07036059806508355
Christopher Robin - Joining the Fun,Fire the Cannons!,6,4,0.6666666666666666,0.07036059806508355
Christopher Robin - Joining the Fun,Madam Mim - Snake,6,4,0.6666666666666666,0.07036059806508355
Daisy Duck - Donald's Date,Grandmother Willow - Ancient Advisor,6,4,0.6666666666666666,0.07036059806508355
Daisy Duck - Donald's Date,Tramp - Street-Smart Dog,6,4,0.6666666666666666,0.07036059806508355
Develop Your Brain,Jebidiah Farnsworth - Cookie,6,4,0.6666666666666666,0.07036059806508355
Diablo - Devoted Herald,Strike a Good Match,6,4,0.6666666666666666,0.07036059806508355
Diablo - Devoted Herald,The Muses - Proclaimers of Heroes,6,4,0.6666666666666666,0.07036059806508355
Diablo - Obedient Raven,Incrediboy - Buddy Pine,6,4,0.6666666666666666,0.07036059806508355
Dig a Little Deeper,Someone Will Lose His Head,6,4,0.6666666666666666,0.07036059806508355
Friends on the Other Side,Incrediboy - Buddy Pine,6,4,0.6666666666666666,0.07036059806508355
Galactic Communicator,Inkrunner,6,4,0.6666666666666666,0.07036059806508355
Gramma Tala - Keeper of Ancient Stories,Sisu - Empowered Sibling,6,4,0.6666666666666666,0.07036059806508355
Grandmother Willow - Ancient Advisor,Tramp - Street-Smart Dog,6,4,0.6666666666666666,0.07036059806508355
Incrediboy - Buddy Pine,Madam Mim - Snake,6,4,0.6666666666666666,0.07036059806508355
Inkrunner,The Sword Released,6,4,0.6666666666666666,0.07036059806508355
Jebidiah Farnsworth - Cookie,Sail the Azurite Sea,6,4,0.6666666666666666,0.07036059806508355
Kida - Creative Thinker,Scuttle - Birdbrained,6,4,0.6666666666666666,0.07036059806508355
Kit Cloudkicker - Tough Guy,Under the Sea,6,4,0.6666666666666666,0.07036059806508355
Lady - Miss Park Avenue,Snow Fort,6,4,0.6666666666666666,0.07036059806508355
Madam Mim - Snake,Merlin - Goat,6,4,0.6666666666666666,0.07036059806508355
Mulan - Resourceful Recruit,Piglet - Pooh Pirate Captain,6,4,0.6666666666666666,0.07036059806508355
Nani - Stage Manager,Webby Vanderquack - Junior Prospector,6,4,0.6666666666666666,0.07036059806508355
Prince John - Greediest of All,The Muses - Proclaimers of Heroes,6,4,0.6666666666666666,0.07036059806508355
Rapunzel - Gifted with Healing,Ursula - Deceiver,6,4,0.6666666666666666,0.07036059806508355
Scrooge McDuck - Resourceful Miser,The Sword Released,6,4,0.6666666666666666,0.07036059806508355
Sisu - Empowered Sibling,The Sword Released,6,4,0.6666666666666666,0.07036059806508355
Strike a Good Match,Sudden Chill,6,4,0.6666666666666666,0.07036059806508355
Inkrunner,Sisu - Daring Visitor,313,208,0.6645367412140575,0.0682306726124744
Maui - Hero to All,Maurice's Workshop,68,45,0.6617647058823529,0.06545863728076984
Maui - Hero to All,Scrooge McDuck - Resourceful Miser,62,41,0.6612903225806451,0.06498425397906205
Maui - Hero to All,Unconventional Tool,43,28,0.6511627906976745,0.05485672209609138
Brom Bones - Burly Bully,Sisu - Empowered Sibling,20,13,0.65,0.05369393139841694
Pawpsicle,Sisu - Daring Visitor,368,239,0.6494565217391305,0.053150453137547404
Sapphire Coil,Sisu - Daring Visitor,364,236,0.6483516483516484,0.052045579750065296
Develop Your Brain,Vision of the Future,34,22,0.6470588235294118,0.050752754927828714
Fire the Cannons!,Mr. Smee - Bumbling Mate,17,11,0.6470588235294118,0.050752754927828714
Vision of the Future,What Else Can I Do?,17,11,0.6470588235294118,0.050752754927828714
Cogsworth - Grandfather Clock,Sail the Azurite Sea,14,9,0.6428571428571429,0.04655107425555982
Daisy Duck - Donald's Date,Mulan - Resourceful Recruit,14,9,0.6428571428571429,0.04655107425555982
Brawl,Sisu - Daring Visitor,132,84,0.6363636363636364,0.04005756776205327
Brawl,Vitalisphere,99,63,0.6363636363636364,0.04005756776205327
Amethyst Chromicon,John Smith - Skillful Explorer,11,7,0.6363636363636364,0.04005756776205327
Doc - Bold Knight,Gathering Knowledge and Wisdom,11,7,0.6363636363636364,0.04005756776205327
Doc - Bold Knight,Madam Mim - Snake,11,7,0.6363636363636364,0.04005756776205327
Eilonwy - Princess of Llyr,Snow Fort,11,7,0.6363636363636364,0.04005756776205327
Gadget's Goggles,Sisu - Empowered Sibling,11,7,0.6363636363636364,0.04005756776205327
Giant Cobra - Ghostly Serpent,John Smith - Skillful Explorer,11,7,0.6363636363636364,0.04005756776205327
Hide Away,Oswald - The Lucky Rabbit,11,7,0.6363636363636364,0.04005756776205327
Hide Away,Scrooge McDuck - Resourceful Miser,11,7,0.6363636363636364,0.04005756776205327
How Far I'll Go,Vision of the Future,11,7,0.6363636363636364,0.04005756776205327
Liquidator - Iced Over,Might Solve a Mystery,11,7,0.6363636363636364,0.04005756776205327
Maurice's Workshop,Ratigan's Marvelous Trap,11,7,0.6363636363636364,0.04005756776205327
Mulan - Resourceful Recruit,Snow Fort,11,7,0.6363636363636364,0.04005756776205327
Piglet - Pooh Pirate Captain,Snow Fort,11,7,0.6363636363636364,0.04005756776205327
Tamatoa - Happy as a Clam,Vitalisphere,11,7,0.6363636363636364,0.04005756776205327
Webby Vanderquack - Junior Prospector,Webby Vanderquack - Mystery Enthusiast,11,7,0.6363636363636364,0.04005756776205327
Brawl,Sapphire Coil,140,89,0.6357142857142857,0.03940821711270259
Brawl,Unconventional Tool,82,52,0.6341463414634146,0.03784027286183156
Brawl,Inkrunner,130,82,0.6307692307692307,0.034463162167647665
Inkrunner,Liquidator - Iced Over,73,46,0.6301369863013698,0.033830917699786744
Brawl,Maurice's Workshop,139,87,0.6258992805755396,0.02959321197395648
Brom Bones - Burly Bully,Gold Coin,16,10,0.625,0.028693931398416916
Daisy Duck - Donald's Date,Snow Fort,16,10,0.625,0.028693931398416916
Dig a Little Deeper,Maui - Half-Shark,16,10,0.625,0.028693931398416916
Dig a Little Deeper,"Next Stop, Olympus",16,10,0.625,0.028693931398416916
Doc - Bold Knight,Mr. Smee - Bumbling Mate,16,10,0.625,0.028693931398416916
Amethyst Chromicon,Merlin - Goat,8,5,0.625,0.028693931398416916
Ariel - Spectacular Singer,Mowgli - Man Cub,8,5,0.625,0.028693931398416916
Basil's Magnifying Glass,Gadget's Goggles,8,5,0.625,0.028693931398416916
Christopher Robin - Joining the Fun,Giant Cobra - Ghostly Serpent,8,5,0.625,0.028693931398416916
Develop Your Brain,Pawpsicle,8,5,0.625,0.028693931398416916
Diablo - Devoted Herald,We Don't Talk About Bruno,8,5,0.625,0.028693931398416916
Diablo - Maleficent's Spy,Prince John - Greediest of All,8,5,0.625,0.028693931398416916
Diablo - Maleficent's Spy,Sudden Chill,8,5,0.625,0.028693931398416916
Diablo - Obedient Raven,Gathering Knowledge and Wisdom,8,5,0.625,0.028693931398416916
Gramma Tala - Keeper of Ancient Stories,How Far I'll Go,8,5,0.625,0.028693931398416916
Hide Away,Vitalisphere,8,5,0.625,0.028693931398416916
How Far I'll Go,Pawpsicle,8,5,0.625,0.028693931398416916
Inkrunner,Ratigan's Marvelous Trap,8,5,0.625,0.028693931398416916
John Smith - Skillful Explorer,Merlin - Goat,8,5,0.625,0.028693931398416916
Kit Cloudkicker - Tough Guy,Scrooge McDuck - Resourceful Miser,8,5,0.625,0.028693931398416916
Scuttle - Birdbrained,Tipo - Growing Son,8,5,0.625,0.028693931398416916
Tramp - Enterprising Dog,Webby Vanderquack - Junior Prospector,8,5,0.625,0.028693931398416916
Brom Bones - Burly Bully,Scrooge McDuck - Resourceful Miser,21,13,0.6190476190476191,0.022741550446035985
Belle - Apprentice Inventor,Brawl,110,68,0.6181818181818182,0.021875749580235082
Brawl,Gold Coin,55,34,0.6181818181818182,0.021875749580235082
Brawl,Oswald - The Lucky Rabbit,123,76,0.6178861788617886,0.021580110260205565
Brawl,Pawpsicle,151,93,0.6158940397350994,0.01958797113351629
Develop Your Brain,Sail the Azurite Sea,39,24,0.6153846153846154,0.019078546783032335
Cogsworth - Grandfather Clock,Maui - Half-Shark,13,8,0.6153846153846154,0.019078546783032335
Cogsworth - Grandfather Clock,"Next Stop, Olympus",13,8,0.6153846153846154,0.019078546783032335
Daisy Duck - Donald's Date,Piglet - Pooh Pirate Captain,13,8,0.6153846153846154,0.019078546783032335
Gadget's Goggles,Maurice's Workshop,13,8,0.6153846153846154,0.019078546783032335
Gadget's Goggles,Sapphire Coil,13,8,0.6153846153846154,0.019078546783032335
Hidden Inkcaster,Maurice's Workshop,13,8,0.6153846153846154,0.019078546783032335
Hidden Inkcaster,Pawpsicle,13,8,0.6153846153846154,0.019078546783032335
Snow Fort,Webby Vanderquack - Mystery Enthusiast,13,8,0.6153846153846154,0.019078546783032335
Maui - Hero to All,Vitalisphere,46,28,0.6086956521739131,0.012389583572329999
Develop Your Brain,Scuttle - Birdbrained,20,12,0.6,0.0036939313984168942
Dig a Little Deeper,Sail the Azurite Sea,15,9,0.6,0.0036939313984168942
Giant Cobra - Ghostly Serpent,Mr. Smee - Bumbling Mate,15,9,0.6,0.0036939313984168942
Scuttle - Birdbrained,What Else Can I Do?,15,9,0.6,0.0036939313984168942
Akood et Emuti,Mowgli - Man Cub,10,6,0.6,0.0036939313984168942
Be Prepared,Sail the Azurite Sea,10,6,0.6,0.0036939313984168942
Be Prepared,Vision of the Future,10,6,0.6,0.0036939313984168942
Daisy Duck - Donald's Date,Ursula - Deceiver,10,6,0.6,0.0036939313984168942
Diablo - Obedient Raven,John Smith - Skillful Explorer,10,6,0.6,0.0036939313984168942
Diablo - Obedient Raven,Merlin - Goat,10,6,0.6,0.0036939313984168942
Doc - Bold Knight,Pete - Games Referee,10,6,0.6,0.0036939313984168942
Fishbone Quill,Hide Away,10,6,0.6,0.0036939313984168942
Gadget's Goggles,Sisu - Daring Visitor,10,6,0.6,0.0036939313984168942
Giant Cobra - Ghostly Serpent,Merlin - Goat,10,6,0.6,0.0036939313984168942
Gramma Tala - Keeper of Ancient Stories,Vision of the Future,10,6,0.6,0.0036939313984168942
How Far I'll Go,Sail the Azurite Sea,10,6,0.6,0.0036939313984168942
John Smith - Skillful Explorer,Mr. Smee - Bumbling Mate,10,6,0.6,0.0036939313984168942
Lady - Decisive Dog,Nani - Stage Manager,10,6,0.6,0.0036939313984168942
Lady - Miss Park Avenue,Mulan - Resourceful Recruit,10,6,0.6,0.0036939313984168942
Maui - Half-Shark,Merryweather - Feisty Fairy,10,6,0.6,0.0036939313984168942
Merlin - Goat,Mr. Smee - Bumbling Mate,10,6,0.6,0.0036939313984168942
Merryweather - Feisty Fairy,"Next Stop, Olympus",10,6,0.6,0.0036939313984168942
Merryweather - Feisty Fairy,Sail the Azurite Sea,10,6,0.6,0.0036939313984168942
Mulan - Resourceful Recruit,Tramp - Enterprising Dog,10,6,0.6,0.0036939313984168942
Oswald - The Lucky Rabbit,Ratigan's Marvelous Trap,10,6,0.6,0.0036939313984168942
Ariel - Spectacular Singer,Strike a Good Match,5,3,0.6,0.0036939313984168942
Brawl,Tamatoa - Happy as a Clam,5,3,0.6,0.0036939313984168942
Brom Bones - Burly Bully,Might Solve a Mystery,5,3,0.6,0.0036939313984168942
Christopher Robin - Joining the Fun,Gathering Knowledge and Wisdom,5,3,0.6,0.0036939313984168942
Christopher Robin - Joining the Fun,Incrediboy - Buddy Pine,5,3,0.6,0.0036939313984168942
Christopher Robin - Joining the Fun,Pete - Games Referee,5,3,0.6,0.0036939313984168942
Cinderella - Ballroom Sensation,Diablo - Devoted Herald,5,3,0.6,0.0036939313984168942
Develop Your Brain,Kida - Crystal Scion,5,3,0.6,0.0036939313984168942
Develop Your Brain,Maui - Hero to All,5,3,0.6,0.0036939313984168942
Diablo - Devoted Herald,The Bare Necessities,5,3,0.6,0.0036939313984168942
Diablo - Maleficent's Spy,The Bare Necessities,5,3,0.6,0.0036939313984168942
Doc - Bold Knight,Keep the Ancient Ways,5,3,0.6,0.0036939313984168942
Eilonwy - Princess of Llyr,Rapunzel - Gifted with Healing,5,3,0.6,0.0036939313984168942
Fishbone Quill,The Sword Released,5,3,0.6,0.0036939313984168942
Galactic Communicator,Kit Cloudkicker - Tough Guy,5,3,0.6,0.0036939313984168942
Giant Cobra - Ghostly Serpent,Keep the Ancient Ways,5,3,0.6,0.0036939313984168942
Gold Coin,Tamatoa - Happy as a Clam,5,3,0.6,0.0036939313984168942
Gramma Tala - Keeper of Ancient Stories,Maui - Hero to All,5,3,0.6,0.0036939313984168942
How Far I'll Go,Sisu - Empowered Sibling,5,3,0.6,0.0036939313984168942
How Far I'll Go,Tipo - Growing Son,5,3,0.6,0.0036939313984168942
Jebidiah Farnsworth - Cookie,"Next Stop, Olympus",5,3,0.6,0.0036939313984168942
Keep the Ancient Ways,Madam Mim - Snake,5,3,0.6,0.0036939313984168942
Kida - Creative Thinker,Maui - Half-Shark,5,3,0.6,0.0036939313984168942
Kida - Crystal Scion,Sail the Azurite Sea,5,3,0.6,0.0036939313984168942
Lady - Miss Park Avenue,Rapunzel - Gifted with Healing,5,3,0.6,0.0036939313984168942
Let the Storm Rage On,Rapunzel - Gifted with Healing,5,3,0.6,0.0036939313984168942
Let the Storm Rage On,Ursula - Vanessa,5,3,0.6,0.0036939313984168942
Madam Mim - Snake,Will o' the Wisp - Forest Spirit,5,3,0.6,0.0036939313984168942
Maui - Hero to All,Sail the Azurite Sea,5,3,0.6,0.0036939313984168942
Maui - Hero to All,Vision of the Future,5,3,0.6,0.0036939313984168942
Mulan - Resourceful Recruit,Rapunzel - Gifted with Healing,5,3,0.6,0.0036939313984168942
Pawpsicle,Tipo - Growing Son,5,3,0.6,0.0036939313984168942
Prince John - Greediest of All,Strike a Good Match,5,3,0.6,0.0036939313984168942
Sapphire Coil,The Sword Released,5,3,0.6,0.0036939313984168942
Tamatoa - Happy as a Clam,Unconventional Tool,5,3,0.6,0.0036939313984168942
The Muses - Proclaimers of Heroes,We Don't Talk About Bruno,5,3,0.6,0.0036939313984168942
Gadget's Goggles,Pawpsicle,17,10,0.5882352941176471,-0.008070774483936005
Brom Bones - Burly Bully,Sapphire Coil,24,14,0.5833333333333334,-0.012972735268249713
Amethyst Chromicon,Giant Cobra - Ghostly Serpent,12,7,0.5833333333333334,-0.012972735268249713
Amethyst Chromicon,Mr. Smee - Bumbling Mate,12,7,0.5833333333333334,-0.012972735268249713
Cogsworth - Grandfather Clock,What Else Can I Do?,12,7,0.5833333333333334,-0.012972735268249713
Daisy Duck - Donald's Date,Webby Vanderquack - Mystery Enthusiast,12,7,0.5833333333333334,-0.012972735268249713
Fishbone Quill,Gadget's Goggles,12,7,0.5833333333333334,-0.012972735268249713
Hidden Inkcaster,Oswald - The Lucky Rabbit,12,7,0.5833333333333334,-0.012972735268249713
Hide Away,Sapphire Coil,12,7,0.5833333333333334,-0.012972735268249713
Lady - Decisive Dog,Mulan - Resourceful Recruit,12,7,0.5833333333333334,-0.012972735268249713
Lady - Decisive Dog,Piglet - Pooh Pirate Captain,12,7,0.5833333333333334,-0.012972735268249713
Lady - Decisive Dog,Ursula - Deceiver,12,7,0.5833333333333334,-0.012972735268249713
Develop Your Brain,Dig a Little Deeper,14,8,0.5714285714285714,-0.024877497173011687
Diablo - Obedient Raven,Giant Cobra - Ghostly Serpent,14,8,0.5714285714285714,-0.024877497173011687
Doc - Bold Knight,Giant Cobra - Ghostly Serpent,14,8,0.5714285714285714,-0.024877497173011687
Akood et Emuti,The Muses - Proclaimers of Heroes,7,4,0.5714285714285714,-0.024877497173011687
Akood et Emuti,We Don't Talk About Bruno,7,4,0.5714285714285714,-0.024877497173011687
Ariel - Spectacular Singer,Prince John - Greediest of All,7,4,0.5714285714285714,-0.024877497173011687
Be Prepared,Gramma Tala - Keeper of Ancient Stories,7,4,0.5714285714285714,-0.024877497173011687
Be Prepared,How Far I'll Go,7,4,0.5714285714285714,-0.024877497173011687
Be Prepared,Pawpsicle,7,4,0.5714285714285714,-0.024877497173011687
Belle - Apprentice Inventor,Kit Cloudkicker - Tough Guy,7,4,0.5714285714285714,-0.024877497173011687
Belle - Apprentice Inventor,Under the Sea,7,4,0.5714285714285714,-0.024877497173011687
Cinderella - Ballroom Sensation,Sudden Chill,7,4,0.5714285714285714,-0.024877497173011687
Cinderella - Ballroom Sensation,The Muses - Proclaimers of Heroes,7,4,0.5714285714285714,-0.024877497173011687
Daisy Duck - Donald's Date,Webby Vanderquack - Junior Prospector,7,4,0.5714285714285714,-0.024877497173011687
Develop Your Brain,Kida - Creative Thinker,7,4,0.5714285714285714,-0.024877497173011687
Diablo - Maleficent's Spy,We Don't Talk About Bruno,7,4,0.5714285714285714,-0.024877497173011687
Doc - Bold Knight,Friends on the Other Side,7,4,0.5714285714285714,-0.024877497173011687
Doc - Bold Knight,Merlin - Goat,7,4,0.5714285714285714,-0.024877497173011687
Eilonwy - Princess of Llyr,Piglet - Pooh Pirate Captain,7,4,0.5714285714285714,-0.024877497173011687
Friends on the Other Side,Mr. Smee - Bumbling Mate,7,4,0.5714285714285714,-0.024877497173011687
