card_name_a,card_name_b,games,wins,win_rate,win_lift_vs_baseline
Gathering Knowledge and Wisdom,Incrediboy - Buddy Pine,7,4,0.5714285714285714,-0.024877497173011687
Gathering Knowledge and Wisdom,John Smith - Skillful Explorer,7,4,0.5714285714285714,-0.024877497173011687
Kida - Creative Thinker,"Next Stop, Olympus",7,4,0.5714285714285714,-0.024877497173011687
Kida - Creative Thinker,Vision of the Future,7,4,0.5714285714285714,-0.024877497173011687
Maurice's Workshop,The Sword Released,7,4,0.5714285714285714,-0.024877497173011687
Merryweather - Feisty Fairy,Tipo - Growing Son,7,4,0.5714285714285714,-0.024877497173011687
Mowgli - Man Cub,The Muses - Proclaimers of Heroes,7,4,0.5714285714285714,-0.024877497173011687
Mulan - Resourceful Recruit,Webby Vanderquack - Junior Prospector,7,4,0.5714285714285714,-0.024877497173011687
Nani - Stage Manager,Tramp - Enterprising Dog,7,4,0.5714285714285714,-0.024877497173011687
Pawpsicle,The Sword Released,7,4,0.5714285714285714,-0.024877497173011687
Rapunzel - Gifted with Healing,Snow Fort,7,4,0.5714285714285714,-0.024877497173011687
Tramp - Enterprising Dog,Webby Vanderquack - Mystery Enthusiast,7,4,0.5714285714285714,-0.024877497173011687
Cogsworth - Grandfather Clock,Develop Your Brain,16,9,0.5625,-0.033806068601583084
Gadget's Goggles,Oswald - The Lucky Rabbit,18,10,0.5555555555555556,-0.0407505130460275
Belle - Apprentice Inventor,Hidden Inkcaster,9,5,0.5555555555555556,-0.0407505130460275
Brom Bones - Burly Bully,Liquidator - Iced Over,9,5,0.5555555555555556,-0.0407505130460275
Develop Your Brain,Gramma Tala - Keeper of Ancient Stories,9,5,0.5555555555555556,-0.0407505130460275
Eilonwy - Princess of Llyr,Lady - Decisive Dog,9,5,0.5555555555555556,-0.0407505130460275
Fire the Cannons!,Gathering Knowledge and Wisdom,9,5,0.5555555555555556,-0.0407505130460275
Fire the Cannons!,Incrediboy - Buddy Pine,9,5,0.5555555555555556,-0.0407505130460275
Gadget's Goggles,Gold Coin,9,5,0.5555555555555556,-0.0407505130460275
Gathering Knowledge and Wisdom,Giant Cobra - Ghostly Serpent,9,5,0.5555555555555556,-0.0407505130460275
Giant Cobra - Ghostly Serpent,Incrediboy - Buddy Pine,9,5,0.5555555555555556,-0.0407505130460275
Hide Away,Sisu - Daring Visitor,9,5,0.5555555555555556,-0.0407505130460275
Incrediboy - Buddy Pine,Pete - Games Referee,9,5,0.5555555555555556,-0.0407505130460275
Inkrunner,Kit Cloudkicker - Tough Guy,9,5,0.5555555555555556,-0.0407505130460275
Maui - Hero to All,Tamatoa - Happy as a Clam,9,5,0.5555555555555556,-0.0407505130460275
Merryweather - Feisty Fairy,Vision of the Future,9,5,0.5555555555555556,-0.0407505130460275
Mowgli - Man Cub,Prince John - Greediest of All,9,5,0.5555555555555556,-0.0407505130460275
Mowgli - Man Cub,Sudden Chill,9,5,0.5555555555555556,-0.0407505130460275
Mowgli - Man Cub,We Don't Talk About Bruno,9,5,0.5555555555555556,-0.0407505130460275
Pete - Games Referee,Will o' the Wisp - Forest Spirit,9,5,0.5555555555555556,-0.0407505130460275
Snow Fort,Tramp - Enterprising Dog,9,5,0.5555555555555556,-0.0407505130460275
Snow Fort,Webby Vanderquack - Junior Prospector,9,5,0.5555555555555556,-0.0407505130460275
Be Prepared,Develop Your Brain,11,6,0.5454545454545454,-0.05085152314703767
Cogsworth - Grandfather Clock,Scuttle - Birdbrained,11,6,0.5454545454545454,-0.05085152314703767
Fire the Cannons!,Will o' the Wisp - Forest Spirit,11,6,0.5454545454545454,-0.05085152314703767
Gathering Knowledge and Wisdom,Mr. Smee - Bumbling Mate,11,6,0.5454545454545454,-0.05085152314703767
Hidden Inkcaster,Inkrunner,11,6,0.5454545454545454,-0.05085152314703767
Hide Away,Inkrunner,11,6,0.5454545454545454,-0.05085152314703767
Merryweather - Feisty Fairy,Scuttle - Birdbrained,11,6,0.5454545454545454,-0.05085152314703767
Mr. Smee - Bumbling Mate,Pete - Games Referee,11,6,0.5454545454545454,-0.05085152314703767
Pawpsicle,Vision of the Future,11,6,0.5454545454545454,-0.05085152314703767
Prince John - Greediest of All,Sudden Chill,11,6,0.5454545454545454,-0.05085152314703767
Brom Bones - Burly Bully,Maurice's Workshop,26,14,0.5384615384615384,-0.05784453014004465
Akood et Emuti,Ariel - Spectacular Singer,13,7,0.5384615384615384,-0.05784453014004465
Dig a Little Deeper,Scuttle - Birdbrained,13,7,0.5384615384615384,-0.05784453014004465
Hide Away,Maurice's Workshop,13,7,0.5384615384615384,-0.05784453014004465
Hide Away,Pawpsicle,13,7,0.5384615384615384,-0.05784453014004465
Lady - Decisive Dog,Webby Vanderquack - Mystery Enthusiast,13,7,0.5384615384615384,-0.05784453014004465
Dig a Little Deeper,Vision of the Future,15,8,0.5333333333333333,-0.06297273526824976
Lady - Decisive Dog,Snow Fort,15,8,0.5333333333333333,-0.06297273526824976
Develop Your Brain,Tipo - Growing Son,17,9,0.5294117647058824,-0.06689430389570072
Brom Bones - Burly Bully,Vitalisphere,19,10,0.5263157894736842,-0.0699902791278989
Brom Bones - Burly Bully,Sisu - Daring Visitor,21,11,0.5238095238095238,-0.07249654479205925
Brom Bones - Burly Bully,Pawpsicle,25,13,0.52,-0.07630606860158307
Gadget's Goggles,Inkrunner,14,7,0.5,-0.09630606860158308
Daisy Duck - Donald's Date,Lady - Miss Park Avenue,12,6,0.5,-0.09630606860158308
Dig a Little Deeper,What Else Can I Do?,12,6,0.5,-0.09630606860158308
Lady - Decisive Dog,Lady - Miss Park Avenue,12,6,0.5,-0.09630606860158308
Develop Your Brain,How Far I'll Go,10,5,0.5,-0.09630606860158308
Doc - Bold Knight,Will o' the Wisp - Forest Spirit,10,5,0.5,-0.09630606860158308
Gadget's Goggles,Lucky Dime,10,5,0.5,-0.09630606860158308
Hidden Inkcaster,Kit Cloudkicker - Tough Guy,10,5,0.5,-0.09630606860158308
Incrediboy - Buddy Pine,Mr. Smee - Bumbling Mate,10,5,0.5,-0.09630606860158308
Kida - Creative Thinker,Sail the Azurite Sea,10,5,0.5,-0.09630606860158308
Kit Cloudkicker - Tough Guy,Maurice's Workshop,10,5,0.5,-0.09630606860158308
Kit Cloudkicker - Tough Guy,Pawpsicle,10,5,0.5,-0.09630606860158308
Amethyst Chromicon,Will o' the Wisp - Forest Spirit,8,4,0.5,-0.09630606860158308
Christopher Robin - Joining the Fun,Mr. Smee - Bumbling Mate,8,4,0.5,-0.09630606860158308
Cogsworth - Grandfather Clock,Dig a Little Deeper,8,4,0.5,-0.09630606860158308
Cogsworth - Grandfather Clock,Tipo - Growing Son,8,4,0.5,-0.09630606860158308
Dig a Little Deeper,Merryweather - Feisty Fairy,8,4,0.5,-0.09630606860158308
Doc - Bold Knight,Incrediboy - Buddy Pine,8,4,0.5,-0.09630606860158308
Gadget's Goggles,Vitalisphere,8,4,0.5,-0.09630606860158308
Gathering Knowledge and Wisdom,Pete - Games Referee,8,4,0.5,-0.09630606860158308
Gold Coin,Hide Away,8,4,0.5,-0.09630606860158308
Hide Away,Sisu - Empowered Sibling,8,4,0.5,-0.09630606860158308
Keep the Ancient Ways,Pete - Games Referee,8,4,0.5,-0.09630606860158308
Kit Cloudkicker - Tough Guy,Ratigan's Marvelous Trap,8,4,0.5,-0.09630606860158308
Lady - Decisive Dog,Webby Vanderquack - Junior Prospector,8,4,0.5,-0.09630606860158308
Prince John - Greediest of All,We Don't Talk About Bruno,8,4,0.5,-0.09630606860158308
Sudden Chill,We Don't Talk About Bruno,8,4,0.5,-0.09630606860158308
Amethyst Chromicon,Incrediboy - Buddy Pine,6,3,0.5,-0.09630606860158308
Bobby Zimuruski - Spray Cheese Kid,Grandmother Willow - Ancient Advisor,6,3,0.5,-0.09630606860158308
Bobby Zimuruski - Spray Cheese Kid,Tramp - Street-Smart Dog,6,3,0.5,-0.09630606860158308
Brawl,Gadget's Goggles,6,3,0.5,-0.09630606860158308
Christopher Robin - Joining the Fun,Friends on the Other Side,6,3,0.5,-0.09630606860158308
Cinderella - Ballroom Sensation,Prince John - Greediest of All,6,3,0.5,-0.09630606860158308
Gramma Tala - Keeper of Ancient Stories,Tipo - Growing Son,6,3,0.5,-0.09630606860158308
Grandmother Willow - Ancient Advisor,Lady - Decisive Dog,6,3,0.5,-0.09630606860158308
Grandmother Willow - Ancient Advisor,Lady - Miss Park Avenue,6,3,0.5,-0.09630606860158308
Hide Away,Unconventional Tool,6,3,0.5,-0.09630606860158308
Jebidiah Farnsworth - Cookie,Maui - Half-Shark,6,3,0.5,-0.09630606860158308
Lady - Decisive Dog,Tramp - Street-Smart Dog,6,3,0.5,-0.09630606860158308
Lady - Miss Park Avenue,Tramp - Street-Smart Dog,6,3,0.5,-0.09630606860158308
Mowgli - Man Cub,Strike a Good Match,6,3,0.5,-0.09630606860158308
Rapunzel - Gifted with Healing,Ursula - Vanessa,6,3,0.5,-0.09630606860158308
Rapunzel - Gifted with Healing,Webby Vanderquack - Mystery Enthusiast,6,3,0.5,-0.09630606860158308
Sisu - Daring Visitor,The Sword Released,6,3,0.5,-0.09630606860158308
Strike a Good Match,The Muses - Proclaimers of Heroes,6,3,0.5,-0.09630606860158308
Brawl,Liquidator - Iced Over,27,13,0.48148148148148145,-0.11482458712010163
Brom Bones - Burly Bully,Inkrunner,23,11,0.4782608695652174,-0.11804519903636568
Belle - Apprentice Inventor,Brom Bones - Burly Bully,21,10,0.47619047619047616,-0.12011559241110692
Daisy Duck - Donald's Date,Lady - Decisive Dog,19,9,0.47368421052631576,-0.12262185807526732
Ariel - Spectacular Singer,Cinderella - Ballroom Sensation,11,5,0.45454545454545453,-0.14176061405612855
Basil's Magnifying Glass,Brom Bones - Burly Bully,11,5,0.45454545454545453,-0.14176061405612855
Belle - Apprentice Inventor,Hide Away,9,4,0.4444444444444444,-0.15186162415713866
Kit Cloudkicker - Tough Guy,Oswald - The Lucky Rabbit,9,4,0.4444444444444444,-0.15186162415713866
Lady - Miss Park Avenue,Tramp - Enterprising Dog,9,4,0.4444444444444444,-0.15186162415713866
Gadget's Goggles,Scrooge McDuck - Resourceful Miser,14,6,0.42857142857142855,-0.16773464003015454
Amethyst Chromicon,Gathering Knowledge and Wisdom,7,3,0.42857142857142855,-0.16773464003015454
Bobby Zimuruski - Spray Cheese Kid,Daisy Duck - Donald's Date,7,3,0.42857142857142855,-0.16773464003015454
Cinderella - Ballroom Sensation,Mowgli - Man Cub,7,3,0.42857142857142855,-0.16773464003015454
Daisy Duck - Donald's Date,Rapunzel - Gifted with Healing,7,3,0.42857142857142855,-0.16773464003015454
Gathering Knowledge and Wisdom,Will o' the Wisp - Forest Spirit,7,3,0.42857142857142855,-0.16773464003015454
Incrediboy - Buddy Pine,Will o' the Wisp - Forest Spirit,7,3,0.42857142857142855,-0.16773464003015454
Lady - Decisive Dog,Rapunzel - Gifted with Healing,7,3,0.42857142857142855,-0.16773464003015454
Lady - Decisive Dog,Tramp - Enterprising Dog,12,5,0.4166666666666667,-0.1796394019349164
Mr. Smee - Bumbling Mate,Will o' the Wisp - Forest Spirit,12,5,0.4166666666666667,-0.1796394019349164
Daisy Duck - Donald's Date,Tramp - Enterprising Dog,10,4,0.4,-0.19630606860158306
Akood et Emuti,Prince Naveen - Ukulele Player,5,2,0.4,-0.19630606860158306
Akood et Emuti,Rapunzel - Gifted with Healing,5,2,0.4,-0.19630606860158306
Akood et Emuti,Ursula - Vanessa,5,2,0.4,-0.19630606860158306
Ariel - Spectacular Singer,Rapunzel - Gifted with Healing,5,2,0.4,-0.19630606860158306
Ariel - Spectacular Singer,Ursula - Vanessa,5,2,0.4,-0.19630606860158306
Cinderella - Ballroom Sensation,We Don't Talk About Bruno,5,2,0.4,-0.19630606860158306
Dig a Little Deeper,Kida - Creative Thinker,5,2,0.4,-0.19630606860158306
Friends on the Other Side,Will o' the Wisp - Forest Spirit,5,2,0.4,-0.19630606860158306
Gadget's Goggles,Maui - Hero to All,5,2,0.4,-0.19630606860158306
Gathering Knowledge and Wisdom,Merlin - Goat,5,2,0.4,-0.19630606860158306
Hide Away,Liquidator - Iced Over,5,2,0.4,-0.19630606860158306
John Smith - Skillful Explorer,Will o' the Wisp - Forest Spirit,5,2,0.4,-0.19630606860158306
Olaf - Snowman of Action,Sail the Azurite Sea,5,2,0.4,-0.19630606860158306
Pete - Games Referee,Strength of a Raging Fire,5,2,0.4,-0.19630606860158306
Prince Naveen - Ukulele Player,Rapunzel - Gifted with Healing,5,2,0.4,-0.19630606860158306
Prince Naveen - Ukulele Player,Ursula - Vanessa,5,2,0.4,-0.19630606860158306
Akood et Emuti,Strike a Good Match,8,3,0.375,-0.22130606860158308
Christopher Robin - Joining the Fun,Doc - Bold Knight,8,3,0.375,-0.22130606860158308
Cogsworth - Grandfather Clock,Merryweather - Feisty Fairy,8,3,0.375,-0.22130606860158308
Giant Cobra - Ghostly Serpent,Will o' the Wisp - Forest Spirit,8,3,0.375,-0.22130606860158308
Merryweather - Feisty Fairy,What Else Can I Do?,8,3,0.375,-0.22130606860158308
Develop Your Brain,Merryweather - Feisty Fairy,11,4,0.36363636363636365,-0.23266970496521944
Akood et Emuti,Cinderella - Ballroom Sensation,12,4,0.3333333333333333,-0.26297273526824977
Belle - Apprentice Inventor,Gadget's Goggles,12,4,0.3333333333333333,-0.26297273526824977
Bobby Zimuruski - Spray Cheese Kid,Lady - Decisive Dog,6,2,0.3333333333333333,-0.26297273526824977
Christopher Robin - Joining the Fun,Will o' the Wisp - Forest Spirit,6,2,0.3333333333333333,-0.26297273526824977
Rapunzel - Gifted with Healing,Tramp - Enterprising Dog,6,2,0.3333333333333333,-0.26297273526824977
Bobby Zimuruski - Spray Cheese Kid,Lady - Miss Park Avenue,7,2,0.2857142857142857,-0.3105917828872974
Cinderella - Ballroom Sensation,Strike a Good Match,7,2,0.2857142857142857,-0.3105917828872974
Brawl,Brom Bones - Burly Bully,8,2,0.25,-0.3463060686015831
Keep the Ancient Ways,Strength of a Raging Fire,5,1,0.2,-0.3963060686015831
Merlin - Goat,Will o' the Wisp - Forest Spirit,5,1,0.2,-0.3963060686015831
Maurice's Workshop,The Queen - Diviner,5,0,0.0,-0.5963060686015831
Sisu - Daring Visitor,The Queen - Diviner,5,0,0.0,-0.5963060686015831
